conv2_rank,parameters,parameters_reduction,validation_loss,validation_acc,accuracy_drop,compressed_macs,compute_reduction,baseline_time_ms,compressed_time_ms,agreement,logits_rmse,retained_energy_conv2,benchmark_batch_size,benchmark_input_shape,benchmark_warmup,benchmark_repeats,parameters_normalize,validation_loss_normalize
24,411658,0.023678855521983122,0.23783920047283172,0.9154,0.006000000000000005,1655808,0.5416666666666667,0.3452963500003534,0.362671249999039,0.9758,0.5539612515666639,0.831885039806366,256,"(256, 1, 28, 28)",20,2000,0.25,0.4936476676371706
