conv2_rank,parameters,parameters_reduction,validation_loss,validation_acc,accuracy_drop,compressed_macs,compute_reduction,baseline_time_ms,compressed_time_ms,agreement,logits_rmse,retained_energy_conv2,parameters_normalize,validation_loss_normalize
24,411658,0.023678855521983122,0.24981580142974855,0.9102,0.015199999999999991,1655808,0.5416666666666667,0.38635730000169133,0.4170574999807286,0.968,0.7768954996855373,0.8257433772087097,0.25,0.4616337191595776
28,413066,0.020339529743241935,0.2303158606529236,0.9216,0.0038000000000000256,1931776,0.4652777777777778,0.38635730000169133,0.3961459999845829,0.9796,0.5782135864350525,0.8634181618690491,0.375,0.1866609069931826
32,414474,0.017000203964500638,0.22703084394931794,0.9206,0.0048000000000000265,2207744,0.38888888888888884,0.38635730000169133,0.3817085000264342,0.9836,0.4189136085760348,0.8927916288375854,0.5,0.14033818779407836
