epoch,train_acc,train_loss,validation_loss,validation_acc
1,0.96892,0.1028811895620823,0.12534107435047626,0.9598
2,0.98426,0.05290799125730991,0.08300058585247025,0.9754
3,0.98452,0.0485305381552875,0.09631808874402195,0.9694
4,0.9862,0.041515466709956525,0.08999467364400625,0.9752
5,0.99488,0.016564661813676357,0.07271896706827101,0.98
