parameters,parameters_reduction,validation_loss,validation_acc,accuracy_drop,baseline_time_ms,compressed_time_ms,benchmark_batch_size,benchmark_input_shape,benchmark_warmup,benchmark_repeats,agreement,logits_rmse,baseline_macs,compressed_macs,compute_reduction,conv1_rank,conv1_role,retained_energy_conv1,conv2_rank,conv2_role,retained_energy_conv2,conv3_rank,conv3_role,retained_energy_conv3,is_all_knee,parameters_normalize,validation_loss_normalize
70141,0.4556045388925971,1.8907870203018189,0.4354,0.29900000000000004,0.5312171499999749,0.5039514000000054,256,"(256, 3, 32, 32)",20,2000,0.4884,2.512333304482608,10357248,4904448,0.5264718967818478,9,conservative,0.7662929892539978,32,conservative,0.8810855746269226,32,aggressive,0.7885524034500122,False,0.20993196324612473,0.2752786557020672
