parameters,parameters_reduction,validation_loss,validation_acc,accuracy_drop,baseline_time_ms,compressed_time_ms,benchmark_batch_size,benchmark_input_shape,benchmark_warmup,benchmark_repeats,agreement,logits_rmse,compressed_macs,compute_reduction,layer,rank,retained_energy
113226,0.1212027134009096,1.7246048110961913,0.391,0.34340000000000004,0.5717983499998809,0.5656843500000832,256,"(256, 3, 32, 32)",20,2000,0.4416,2.974084516441572,720896,0.8472222222222222,conv2,8,0.48773452639579773
116042,0.0993464863941882,1.3575915033340453,0.5064,0.2280000000000001,0.5717983499998809,0.5506623000001127,256,"(256, 3, 32, 32)",20,2000,0.592,2.1803236213346864,1441792,0.6944444444444444,conv2,16,0.6923009753227234
118858,0.07749025938746679,1.089809663963318,0.6206,0.11380000000000001,0.5717983499998809,0.5510860499998671,256,"(256, 3, 32, 32)",20,2000,0.7288,1.5581496469420468,2162688,0.5416666666666667,conv2,24,0.808947741985321
121674,0.05563403238074538,0.9808477617263794,0.6534,0.08100000000000007,0.5717983499998809,0.5665487500009476,256,"(256, 3, 32, 32)",20,2000,0.7844,1.0441627809330964,2883584,0.38888888888888884,conv2,32,0.8810855746269226
124490,0.03377780537402397,0.9509661359786987,0.6638,0.07060000000000011,0.5717983499998809,0.5977934500006086,256,"(256, 3, 32, 32)",20,2000,0.7838,0.8516751975312207,3604480,0.23611111111111116,conv2,40,0.9292106032371521
127306,0.011921578367302565,0.7833158424377441,0.7244,0.010000000000000009,0.5717983499998809,0.573450749998301,256,"(256, 3, 32, 32)",20,2000,0.9398,0.35591194941286153,4325376,0.08333333333333337,conv2,48,0.9630624651908875
130122,-0.00993464863941873,0.7594376246452331,0.7322,0.0022000000000000908,0.5717983499998809,0.5821902000025148,256,"(256, 3, 32, 32)",20,2000,0.9672,0.17768527051752692,5046272,-0.06944444444444442,conv2,56,0.9856667518615723
132938,-0.03179087564614025,0.7601936880111695,0.7346,-0.00019999999999997797,0.5717983499998809,0.5844773499993607,256,"(256, 3, 32, 32)",20,2000,0.9998,0.0016096988315721268,5767168,-0.22222222222222232,conv2,64,1.0
