epoch,train_acc,train_loss,validation_loss,validation_acc
1,0.85862,0.387465,0.41064,0.849
2,0.8806,0.323433,0.355939,0.8712
3,0.88244,0.318392,0.36702,0.8634
4,0.8981,0.277609,0.325499,0.8808
5,0.90238,0.260994,0.314291,0.8824
6,0.91158,0.240315,0.306904,0.8918
7,0.91272,0.230376,0.299885,0.8838
8,0.91628,0.221686,0.309359,0.8898
9,0.92304,0.207532,0.309637,0.8868
10,0.92424,0.199236,0.300112,0.8902
11,0.91628,0.213168,0.320411,0.8862
12,0.92892,0.18946,0.306332,0.893
