fc1_rank,parameters,parameters_reduction,validation_loss,validation_acc,accuracy_drop,compressed_macs,compute_reduction,baseline_time_ms,compressed_time_ms,agreement,logits_rmse,retained_energy_fc1,parameters_normalize,validation_loss_normalize
24,98570,0.7662234786857096,0.2288732908964157,0.917,0.0043999999999999595,79616,0.8022886204704387,0.34623890000148094,0.3320586000008916,0.979,0.6101120352497897,0.8646880984306335,0.125,0.11787538682510457
