fc1_rank,parameters,parameters_reduction,validation_loss,validation_acc,accuracy_drop,compressed_macs,compute_reduction,baseline_time_ms,compressed_time_ms,agreement,logits_rmse,retained_energy_fc1,parameters_normalize,validation_loss_normalize
20,85514,0.7971881359067645,0.23362295379638673,0.917,0.0043999999999999595,66560,0.8347107438016529,0.34623890000148094,0.33143454999844835,0.9708,1.0203627523995449,0.8395121693611145,0.0625,0.1857568640796612
24,98570,0.7662234786857096,0.2288732908964157,0.917,0.0043999999999999595,79616,0.8022886204704387,0.34623890000148094,0.3320586000008916,0.979,0.6101120352497897,0.8646880984306335,0.125,0.11787538682510457
28,111626,0.7352588214646549,0.22510961666107177,0.9182,0.0031999999999999806,92672,0.7698664971392244,0.34623890000148094,0.3409888000005594,0.9854,0.44465231559353796,0.8832411766052246,0.18749999999999994,0.06408551323184053
