fc1_rank,parameters,parameters_reduction,validation_loss,validation_acc,accuracy_drop,compressed_macs,compute_reduction,baseline_time_ms,compressed_time_ms,agreement,logits_rmse,retained_energy_fc1,parameters_normalize,validation_loss_normalize
16,72458,0.8281527931278193,0.2905954972743988,0.896,0.025399999999999978,53504,0.8671328671328671,0.34623890000148094,0.3494459499997902,0.9344,1.5809881267837689,0.8012738823890686,0.0,0.9999999999999996
20,85514,0.7971881359067645,0.23362295379638673,0.917,0.0043999999999999595,66560,0.8347107438016529,0.34623890000148094,0.33143454999844835,0.9708,1.0203627523995449,0.8395121693611145,0.0625,0.1857568640796612
24,98570,0.7662234786857096,0.2288732908964157,0.917,0.0043999999999999595,79616,0.8022886204704387,0.34623890000148094,0.3320586000008916,0.979,0.6101120352497897,0.8646880984306335,0.125,0.11787538682510457
28,111626,0.7352588214646549,0.22510961666107177,0.9182,0.0031999999999999806,92672,0.7698664971392244,0.34623890000148094,0.3409888000005594,0.9854,0.44465231559353796,0.8832411766052246,0.18749999999999994,0.06408551323184053
32,124682,0.7042941642436,0.224240337228775,0.9196,0.0018000000000000238,105728,0.7374443738080101,0.34623890000148094,0.34318309999980556,0.987,0.35566122493376573,0.898253858089447,0.24999999999999994,0.05166190059784359
44,163850,0.6114001925804355,0.22380480422973634,0.9198,0.0016000000000000458,144896,0.6401780038143674,0.34623890000148094,0.3352626500000042,0.9916,0.18015851373896222,0.9274647235870361,0.43749999999999994,0.04543732761435182
48,176906,0.5804355353593806,0.2223647817850113,0.9216,-0.00019999999999997797,157952,0.6077558804831532,0.34623890000148094,0.3442201500001829,0.9932,0.15102792019432254,0.9345462918281555,0.49999999999999994,0.024856740552425816
64,229130,0.45657690647516136,0.22067033939361572,0.922,-0.0006000000000000449,210176,0.4780673871582962,0.34623890000148094,0.33578959999977087,0.9956,0.06668628268931834,0.9555539488792419,0.75,0.0006400213719182091
80,281354,0.3327182775909421,0.22062555713653564,0.9204,0.0010000000000000009,262400,0.34837889383343934,0.34623890000148094,0.3401439500012202,0.9984,0.03184881990183796,0.9703256487846375,1.0,0.0
