conv1_rank,conv2_rank,conv3_rank,conv1_role,conv2_role,conv3_role,is_all_knee,parameters,parameters_reduction,baseline_macs,compressed_macs,compute_reduction,validation_loss,validation_acc,accuracy_drop,baseline_time_ms,compressed_time_ms,agreement,logits_rmse,retained_energy_conv1,retained_energy_conv2,retained_energy_conv3,parameters_normalize,validation_loss_normalize
9,32,32,conservative,conservative,aggressive,False,70141,0.4556045388925971,10357248,4904448,0.5264718967818478,1.8907870203018189,0.4354,0.29900000000000004,0.5551737000005232,0.5385674999979528,0.4884,2.512333304482608,0.7662929892539978,0.8810855746269226,0.7885524034500122,0.20993196324612473,0.2752786557020672
