epoch,train_acc,train_loss,validation_loss,validation_acc
1,0.87946,0.3203433144855499,0.3745809959411621,0.8602
2,0.8986,0.2717204124069214,0.3416442368507385,0.8778
3,0.8844,0.3003919846725464,0.37392363929748534,0.8616
4,0.90884,0.24037407208442688,0.3183460663557053,0.8848
5,0.90998,0.23182751565456391,0.3281699617385864,0.8792
6,0.91264,0.2323418123102188,0.3335030868530273,0.8812
7,0.9207,0.20713696282863617,0.3049732960700989,0.8876
8,0.9127,0.2287427345609665,0.34768979868888855,0.8814
9,0.92174,0.20898505905151368,0.3331182830095291,0.8834
10,0.92962,0.18744788769721984,0.31040338044166566,0.8878
11,0.91804,0.20684194077968598,0.33797584419250487,0.8794
12,0.92306,0.20184941972732545,0.3387411515235901,0.886
