fc1_rank,fc2_rank,parameters,parameters_reduction,validation_loss,validation_acc,accuracy_drop,compressed_macs,compute_reduction,baseline_time_ms,compressed_time_ms,agreement,logits_rmse,retained_energy_fc1,retained_energy_fc2,benchmark_batch_size,benchmark_input_shape,benchmark_warmup,benchmark_repeats,parameters_normalize,validation_loss_normalize
16,16,36362,0.9321374048650848,0.6163949437081814,0.7822,0.10619999999999996,35584,0.9334928229665072,0.14197944999978063,0.18626959999892279,0.829,3.9672105740393375,0.6000480651855469,0.6336410045623779,64,"(64, 1, 28, 28)",20,2000,0.0,0.9999999999999998
32,16,57098,0.8934376971285026,0.3607345429062843,0.8694,0.019000000000000017,56320,0.8947368421052632,0.14197944999978063,0.17727840000043216,0.9482,1.68363401892278,0.7434288859367371,0.6336410045623779,64,"(64, 1, 28, 28)",20,2000,0.13989637305699482,0.1685123386159162
32,32,69386,0.8705045369883058,0.35866753919124605,0.8694,0.019000000000000017,68608,0.8717703349282296,0.14197944999978063,0.19385344999864174,0.9468,1.4905034964954578,0.7434288859367371,0.7376641631126404,64,"(64, 1, 28, 28)",20,2000,0.22279792746113986,0.16178979543089955
